index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
4963,16250,UNITED FRONTIER MUT INS CO,2011,2923203
4964,40525,UNITED GUAR CREDIT INS CO,2011,308788
4965,26999,UNITED GUAR MORTGAGE IND CO,2011,19511316
4966,15873,UNITED GUAR RESIDENTIAL INS CO,2011,5440208
4967,25941,UNITED SERV AUTOMOBILE ASSN,2011,163862180
4968,25887,UNITED STATES FIDELITY & GUAR CO,2011,1779522
4969,21113,UNITED STATES FIRE INS CO,2011,61440864
4970,25895,UNITED STATES LIAB INS CO,2011,16493376
4971,29157,UNITED WI INS CO,2011,36890
4972,10881,UNITRIN ADVANTAGE INS CO,2011,5426562
4973,16063,UNITRIN AUTO & HOME INS CO,2011,41068754
4974,10226,UNITRIN DIRECT INS CO,2011,3658168
4975,10915,UNITRIN DIRECT PROP & CAS CO,2011,1248839
4976,25909,UNITRIN PREFERRED INS CO,2011,33785772
4977,32867,UNIVERSAL FIRE & CAS INS CO,2011,142970
4978,10759,UNIVERSAL N AMER INS CO,2011,5205723
4979,13200,UNIVERSAL SURETY OF AMER,2011,735
4980,41181,UNIVERSAL UNDERWRITERS INS CO,2011,55541143
4981,40843,UNIVERSAL UNDERWRITERS OF TX INS,2011,451
4982,29998,UPPER HUDSON NATL INS CO,2011,232783
4983,29599,US SPECIALTY INS CO,2011,128415621
4984,25968,USAA CAS INS CO,2011,127573101
4985,18600,USAA GEN IND CO,2011,33218666
4986,28497,USPLATE GLASS INS CO,2011,232555
4987,15326,UTICA FIRST INS CO,2011,69808408
4988,25976,UTICA MUT INS CO,2011,62843151
4989,10687,UTICA NATL ASSUR CO,2011,38274403
4990,43478,UTICA NATL INS CO OF TX,2011,53236679
4991,26611,VALIANT INS CO,2011,11487692
4992,20508,VALLEY FORGE INS CO,2011,37947604
4993,21172,VANLINER INS CO,2011,5347605
4994,10815,VERLAN FIRE INS CO MD,2011,1632474
4995,26018,VERMONT MUT INS CO,2011,7022161
4996,10644,VICTORIA AUTOMOBILE INS CO,2011,427491
4997,42889,VICTORIA FIRE & CAS CO,2011,43341
4998,20397,VIGILANT INS CO,2011,113558855
4999,40827,VIRGINIA SURETY CO INC,2011,644737
5000,26085,WARNER INS CO,2011,8110369
5001,10370,WASHINGTON CNTY COOP INS,2011,2582726
5002,32778,WASHINGTON INTL INS CO,2011,3222515
5003,26069,WAUSAU BUSINESS INS CO,2011,34455753
5004,26425,WAUSAU GEN INS CO,2011,4178706
5005,26042,WAUSAU UNDERWRITERS INS CO,2011,25376926
5006,43290,WAYNE COOP INS CO,2011,12420813
5007,25011,WESCO INS CO,2011,86615897
5008,44393,WEST AMER INS CO,2011,2192172
5009,10030,WESTCHESTER FIRE INS CO,2011,49802011
5010,10997,WESTERN SELECT INS CO,2011,993773
5011,13188,WESTERN SURETY CO,2011,19430160
5012,13196,WESTERN WORLD INS CO,2011,252601
5013,24112,WESTFIELD INS CO,2011,91525
5014,39845,WESTPORT INS CORP,2011,20463963
5015,25780,WILLIAMSBURG NATL INS CO,2011,809990
5016,31232,WORK FIRST CAS CO,2011,452969
5017,20273,WRM AMER IND CO INC,2011,1979387
5018,24554,XL INS AMER INC,2011,46241109
5019,37885,XL SPECIALTY INS CO,2011,170988974
5020,30325,ZALE IND CO,2011,265497
5021,13269,ZENITH INS CO,2011,604825
5022,16535,ZURICH AMER INS CO,2011,353672512
5023,27855,ZURICH AMER INS CO OF IL,2011,355051
5024,25232,21ST CENTURY ADVANTAGE INS CO,2011,21464174
5025,34789,21ST CENTURY CENTENNIAL INS CO,2011,8631052
5026,43974,21ST CENTURY IND INS CO,2011,11177946
5027,12963,21ST CENTURY INS CO,2011,88776
5028,32220,21ST CENTURY N AMER INS CO,2011,26308963
5029,36587,21ST CENTURY NATL INS CO ,2011,866515
5030,22225,21ST CENTURY PREFERRED INS CO,2011,1473510
5031,20796,21ST CENTURY PREMIER INS CO,2011,6079852
5032,23833,21ST CENTURY SECURITY INS CO,2011,1108593
5033,11105,A CENTRAL INS CO,2011,58218624
5034,10921,ACA INS CO,2011,16017110
5035,19607,XL SELECT,2010,39375
5036,24554,XL INS AMER INC,2010,21190103
5037,20273,WRM AMER IND CO INC,2010,1077862
5038,20508,VALLEY FORGE INS CO,2010,48971391
5039,21172,VANLINER INS CO,2010,6564742
5040,10815,VERLAN FIRE INS CO MD,2010,1449926
5041,26018,VERMONT MUT INS CO,2010,7003019
5042,10644,VICTORIA AUTOMOBILE INS CO,2010,237286
5043,20397,VIGILANT INS CO,2010,140873566
5044,40827,VIRGINIA SURETY CO INC,2010,1459076
5045,13269,ZENITH INS CO,2010,279007
5046,26085,WARNER INS CO,2010,10121006
5047,10370,WASHINGTON CNTY COOP INS,2010,2541634
5048,32778,WASHINGTON INTL INS CO,2010,3793727
5049,26069,WAUSAU BUSINESS INS CO,2010,36928572
5050,26425,WAUSAU GEN INS CO,2010,6696523
5051,26042,WAUSAU UNDERWRITERS INS CO,2010,25231471
5052,43290,WAYNE COOP INS CO,2010,12355944
5053,25011,WESCO INS CO,2010,43245221
5054,44393,WEST AMER INS CO,2010,3659575
5055,21121,Westchester Fire Ins Co,2010,49794525
5056,13188,WESTERN SURETY CO,2010,19425942
5057,13196,WESTERN WORLD INS CO,2010,5259
5058,24112,WESTFIELD INS CO,2010,137673
5059,25232,21ST CENTURY ADVANTAGE INS CO,2010,17659003
5060,34789,21ST CENTURY CENTENNIAL INS CO,2010,10719459
5061,43974,21ST CENTURY IND INS CO,2010,14798382
5062,12963,21ST CENTURY INS CO,2010,813193
5063,32220,21ST CENTURY N AMER INS CO,2010,30802807
5064,36587,21ST CENTURY NATL INS CO ,2010,6657111
5065,22225,21ST CENTURY PREFERRED INS CO,2010,1624792
5066,20796,21ST CENTURY PREMIER INS CO,2010,7162115
5067,23833,21ST CENTURY SECURITY INS CO,2010,625971
5068,37885,XL SPECIALTY INS CO,2010,176307276
5069,11105,A CENTRAL INS CO,2010,65315810
5070,10921,ACA INS CO,2010,14622263
5071,42544,ACADEMIC HLTH PROFESSIONALS INS ,2010,51231865
5072,31325,ACADIA INS CO,2010,10592652
5073,26379,ACCREDITED SURETY & CAS CO INC,2010,35027
5074,22667,ACE AMER INS CO,2010,255866922
5075,20702,ACE FIRE UNDERWRITERS INS CO,2010,3092141
5076,20699,ACE PROP & CAS INS CO,2010,27402396
5077,19984,ACIG INS CO,2010,1810694
5078,22950,ACSTAR INS CO,2010,527171
5079,12583,ADIRONDACK INS EXCH,2010,150204243
5080,44318,ADMIRAL IND CO,2010,50695033
5081,40517,ADVANTAGE WORKERS COMP INS CO,2010,59778
5082,33898,AEGIS SECURITY INS CO,2010,1906166
5083,36153,AETNA INS CO OF CT,2010,1635412
5084,10014,AFFILIATED FM INS CO,2010,65352709
5085,22837,AGCS MARINE INS CO,2010,69120868
5086,42757,AGRI GEN INS CO,2010,2876286
5087,34886,AIOI NISSAY DOWA INS CO OF AMER,2010,917932
5088,19399,AIU INS CO,2010,3217102
5089,20222,ALL AMER INS CO,2010,3980082
5090,30970,ALLEGANY CO-OP INS CO,2010,12810740
5091,13285,ALLEGHENY CAS CO,2010,439494
5092,15334,ALLIANCE NATL INS CO,2010,1213849
5093,35300,ALLIANZ GLOBAL RISKS US INS CO,2010,31302494
5094,11242,ALLIED EASTERN IND CO,2010,15233
5095,19489,ALLIED WORLD ASSUR CO US INC,2010,34160678
5096,10212,ALLMERICA FIN ALLIANCE INS CO,2010,47362715
5097,41840,ALLMERICA FIN BENEFIT INS CO,2010,10038973
5098,19240,ALLSTATE IND CO,2010,310854876
5099,19232,ALLSTATE INS CO,2010,1679428253
5100,17230,ALLSTATE PROP & CAS INS CO,2010,665313296
5101,37907,ALLSTATE VEHICLE & PROP INS CO,2010,133767
5102,21296,ALTERRA AMER INS CO,2010,5857938
5103,18708,AMBAC ASSUR CORP,2010,121503857
5104,19720,AMERICAN ALT INS CORP,2010,41658224
5105,21849,AMERICAN AUTOMOBILE INS CO,2010,47203828
5106,10111,AMERICAN BANKERS INS CO OF FL,2010,29362493
5107,20427,AMERICAN CAS CO OF READING PA,2010,27134608
5108,19941,AMERICAN COMMERCE INS CO,2010,57986433
5109,12300,AMERICAN CONTRACTORS INS CO RRG,2010,2187074
5110,38237,AMERICAN COUNTRY INS CO,2010,2805893
5111,19690,AMERICAN ECONOMY INS CO,2010,8215907
5112,23337,AMERICAN EUROPEAN INS CO,2010,3783715
5113,23450,AMERICAN FAMILY HOME INS CO,2010,7690087
5114,24066,AMERICAN FIRE & CAS CO,2010,5253054
5115,26247,AMERICAN GUAR & LIAB INS,2010,106789354
5116,19380,AMERICAN HOME ASSUR CO,2010,22114454
5117,21857,AMERICAN INS CO,2010,47610869
5118,20109,BITUMINOUS FIRE & MARINE INS CO,2010,6890
5119,30562,AMERICAN MANUFACTURERS MUT INS CO,2010,204837
5120,23469,AMERICAN MODERN HOME INS CO,2010,26483232
5121,22918,AMERICAN MOTORISTS INS CO,2010,343316
5122,12190,AMERICAN PET INS CO,2010,1040390
5123,19615,AMERICAN RELIABLE INS CO,2010,7369324
5124,19631,AMERICAN ROAD INS CO,2010,2857375
5125,39969,AMERICAN SAFETY CAS INS CO,2010,6431830
5126,42978,AMERICAN SECURITY INS CO,2010,112469271
5127,17965,AMERICAN SENTINEL INS CO,2010,59130
5128,10235,AMERICAN SOUTHERN INS CO,2010,333343
5129,19704,AMERICAN STATES INS CO,2010,34016089
5130,13366,AMERICAN STEAMSHIP OWNERS MUT PROT,2010,115336577
5131,31380,AMERICAN SURETY CO,2010,89471
5132,16616,AMERICAN TRANSIT INS CO,2010,124220048
5133,40142,AMERICAN ZURICH INS CO,2010,74735679
5134,12504,AMERIPRISE INS CO,2010,7280835
5135,19488,AMERISURE INS CO,2010,306149
5136,23396,AMERISURE MUT INS CO,2010,594310
5137,27928,AMEX ASSUR CO,2010,33237064
5138,42390,AMGUARD INS CO,2010,13355713
5139,19976,AMICA MUT INS CO,2010,137435511
5140,11150,ARCH INS CO,2010,146218968
5141,19801,ARGONAUT INS CO,2010,30470750
5142,19828,ARGONAUT MIDWEST INS CO,2010,1548074
5143,41459,ARMED FORCES INS EXCH,2010,847274
5144,24678,ARROWOOD IND CO,2010,95374
5145,21865,ASSOCIATED IND CORP,2010,12042485
5146,16489,ASSOCIATED MUT INS CO,2010,7624725
5147,19305,ASSURANCE CO OF AMER,2010,12614515
5148,30180,ASSURED GUAR CORP,2010,131230746
5149,18287,ASSURED GUAR MUNICIPAL CORP,2010,137506469
5150,27154,ATLANTIC SPECIALTY INS CO,2010,105476
5151,22586,ATLANTIC STATES INS CO,2010,699407
5152,25422,ATRADIUS TRADE CREDIT INS CO,2010,4741901
5153,19062,AUTOMOBILE INS CO OF HARTFORD CT,2010,263369884
5154,34460,AUTOONE INS CO,2010,39235636
5155,34479,AUTOONE SELECT INS CO,2010,3095910
5156,10367,AVEMCO INS CO,2010,2123510
5157,29530,AXA ART INS CORP,2010,16544427
5158,33022,AXA INS CO,2010,12615768
5159,37273,AXIS INS CO,2010,82535016
5160,20370,AXIS REINS CO,2010,4470382
5161,24813,BALBOA INS CO,2010,7126520
5162,18538,BANCINSURE INC,2010,414681
5163,18279,BANKERS STANDARD INS CO,2010,68750176
5164,19763,BAY STATE INS CO,2010,6569017
5165,38245,BCS INS CO,2010,24475400
5166,37540,BEAZLEY INS CO INC,2010,17037883
5167,32603,BERKLEY INS CO,2010,4440164
5168,29580,BERKLEY REGIONAL INS CO,2010,8073610
5169,20095,BITUMINOUS CAS CORP,2010,364108
5170,40754,BLUE RIDGE IND CO,2010,4002851
5171,10371,BROOME CO OPERATIVE INS CO,2010,5670298
5172,13528,BROTHERHOOD MUT INS CO,2010,1739752
5173,23620,BURLINGTON INS CO,2010,19515028
5174,43800,CALLICOON CO OPERATIVE INS CO,2010,6014975
5175,19771,CAMBRIDGE MUT FIRE INS CO,2010,25344046
5176,36340,CAMICO MUT INS CO,2010,1388929
5177,12260,CAMPMED CAS & IND CO INC  ,2010,1202054
5178,10472,CAPITOL IND CORP,2010,431362
5179,10510,CAROLINA CAS INS CO,2010,2802049
5180,17205,CASTLEPOINT INS CO,2010,165031483
5181,40134,CASTLEPOINT NATL INS CO,2010,3226349
5182,11255,CATERPILLAR INS CO,2010,1294783
5183,24503,CATLIN IND CO,2010,119350
5184,19518,CATLIN INS CO,2010,22864883
5185,43826,CENTRAL CO OPERATIVE INS CO,2010,5323656
5186,20230,CENTRAL MUT INS CO,2010,16636354
5187,34274,CENTRAL STATES IND CO OF OMAHA,2010,3052028
5188,25615,CHARTER OAK FIRE INS CO,2010,223287470
5189,19402,CHARTIS PROP CAS CO,2010,151563563
5190,10372,CHAUTAUQUA PATRONS INS ASSOC,2010,8157094
5191,10642,CHEROKEE INS CO,2010,375561
5192,29670,CHERRY VALLEY COOP INS CO,2010,259573
5193,22810,CHICAGO INS CO,2010,29259945
5194,12777,CHUBB IND INS CO,2010,153569874
5195,10052,CHUBB NATL INS CO,2010,13039418
5196,18767,CHURCH MUT INS CO,2010,19225455
5197,25771,CIFG ASSUR N AMER INC,2010,18870295
5198,28665,CINCINNATI CAS CO,2010,682305
5199,10677,CINCINNATI INS CO,2010,56215630
5200,31534,CITIZENS INS CO OF AMER,2010,63203279
5201,33480,CLERMONT INS CO,2010,6770333
5202,29114,CMG MORTGAGE ASSUR CO,2010,4812
5203,40266,CMG MORTGAGE INS CO,2010,3188827
5204,31887,COFACE N AMER INS CO,2010,12736753
5205,34347,COLONIAL AMER CAS & SURETY CO,2010,1401408
5206,10758,COLONIAL SURETY CO,2010,6335590
5207,39993,COLONY INS CO,2010,25972554
5208,19410,COMMERCE & INDUSTRY INS CO,2010,73325597
5209,10220,COMMONWEALTH INS CO OF AMER,2010,302793
5210,10025,COMMUNITY MUT INS CO,2010,3628917
5211,34711,COMPUTER INS CO,2010,356388
5212,20443,CONTINENTAL CAS CO,2010,318445421
5213,28258,CONTINENTAL IND CO,2010,13014842
5214,35289,CONTINENTAL INS CO,2010,22706731
5215,10804,CONTINENTAL WESTERN INS CO,2010,9977328
5216,37206,CONTRACTORS BONDING & INS CO,2010,285432
5217,10499,COREPOINTE INS CO,2010,296587
5218,10022,COUNTRYWAY INS CO,2010,10823515
5219,10839,COUNTRYWIDE INS CO,2010,112251302
5220,26492,COURTESY INS CO,2010,13570
5221,31348,CRUM & FORSTER IND CO,2010,1221685
5222,10847,CUMIS INS SOCIETY INC,2010,13201363
5223,21164,DAIRYLAND INS CO,2010,2584012
5224,16624,DARWIN NATL ASSUR CO,2010,26346267
5225,16705,DEALERS ASSUR CO,2010,6465665
5226,12718,DEVELOPERS SURETY & IND CO,2010,667152
5227,42048,DIAMOND STATE INS CO,2010,3967644
5228,36463,DISCOVER PROP & CAS INS CO,2010,16069285
5229,10645,DRIVERS INS CO,2010,3053333
5230,13919,DRYDEN MUT INS CO,2010,42458141
5231,13019,EASTERN ADVANTAGE ASSUR CO,2010,11120
5232,10724,EASTERN ALLIANCE INS CO,2010,50828
5233,43320,EASTERN MUT INS CO,2010,6969593
5234,14702,EASTGUARD INS CO,2010,1251956
5235,40649,ECONOMY PREMIER ASSUR CO,2010,40560900
5236,21261,ELECTRIC INS CO,2010,45586902
5237,21326,EMPIRE FIRE & MARINE INS CO,2010,18169851
5238,21350,EMPIRE INS CO,2010,2943
5239,20648,EMPLOYERS FIRE INS CO,2010,33651653
5240,21458,EMPLOYERS INS  OF WAUSAU,2010,19488761
5241,21415,EMPLOYERS MUT CAS CO,2010,357032
5242,11252,ENCOMPASS HOME & AUTO INS CO,2010,12948319
5243,15130,ENCOMPASS IND CO,2010,44468411
5244,11251,ENCOMPASS INDEPENDENT INS CO,2010,412232
5245,10071,ENCOMPASS INS CO OF AMER,2010,50483664
5246,10072,ENCOMPASS PROP & CAS CO,2010,14768472
5247,10641,ENDURANCE AMER INS CO,2010,27812954
5248,11551,ENDURANCE REINS CORP OF AMER,2010,9456
5249,10374,ERIE & NIAGRA INS ASSOC,2010,52361661
5250,26263,ERIE INS CO,2010,181715224
5251,16233,ERIE INS CO OF NY,2010,5614768
5252,26830,ERIE INS PROP & CAS CO,2010,1784977
5253,13634,ESSENT GUAR INC,2010,15684
5254,37915,ESSENTIA INS CO,2010,12548657
5255,25712,ESURANCE INS CO,2010,53612927
5256,20516,EULER HERMES AMER CREDIT IND CO,2010,17732649
5257,35378,EVANSTON INS CO,2010,30851137
5258,11037,EVEREADY INS CO,2010,21567043
5259,10120,EVEREST NATL INS CO ,2010,115643763
5260,26921,EVEREST REINS CO,2010,729688
5261,12750,EVERGREEN NATL IND CO,2010,3300218
5262,11045,EXCELSIOR INS CO,2010,65410700
5263,35181,EXECUTIVE RISK IND INC,2010,31230302
5264,21482,FACTORY MUT INS CO,2010,80246338
5265,24384,FAIRMONT SPECIALTY INS CO,2010,182
5266,13803,FARM FAMILY CAS INS CO,2010,136166376
5267,10806,FARMERS NEW CENTURY INS CO,2010,31166569
5268,41483,FARMINGTON CAS CO,2010,107398584
5269,13608,FDM PREFERRED INS CO INC,2010,5614251
5270,20281,FEDERAL INS CO,2010,540558990
5271,13935,FEDERATED MUT INS CO,2010,13644547
5272,11118,FEDERATED RURAL ELECTRIC INS EXCH,2010,264172
5273,28304,FEDERATED SERV INS CO,2010,981877
5274,39306,FIDELITY & DEPOSIT CO OF MD ,2010,58014401
5275,35386,FIDELITY & GUAR INS CO,2010,1732456
5276,25879,FIDELITY & GUAR INS UNDERWRITERS INC,2010,505157
5277,25180,FIDELITY NATL INS CO,2010,5341487
5278,16578,FIDELITY NATL PROP & CAS INS CO,2010,17554303
5279,88625,FIDUCIARY INS CO OF AMER,2010,43548841
5280,35009,FINANCIAL CAS & SURETY INC,2010,111155
5281,12815,FINANCIAL GUAR INS CO,2010,58268526
5282,43842,FINGER LAKES FIRE & CAS INS CO,2010,9597012
5283,13610,FIRE DISTRICTS INS CO INC,2010,5027980
5284,37400,FIRE DISTRICTS OF NY MUT INS CO INC,2010,7557550
5285,21873,FIREMANS FUND INS CO,2010,136829045
5286,21784,FIREMENS INS CO OF WASHINGTON DC,2010,1891654
5287,37710,FIRST AMER PROP & CAS INS CO,2010,39010
5288,34525,FIRST AMER SPECILATY INS CO,2010,163493
5289,29980,FIRST COLONIAL INS CO,2010,4579
5290,11177,FIRST FIN INS CO,2010,2912
5291,33588,FIRST LIBERTY INS CORP,2010,149823486
5292,24724,FIRST NATL INS CO OF AMER,2010,6731200
5293,28519,First Sealord Surety Inc,2010,1803494
5294,35585,FLAGSHIP CITY INS CO,2010,1159406
5295,13978,FLORISTS MUT INS CO,2010,4934363
5296,11185,FOREMOST INS CO GRAND RAPIDS MI,2010,36024696
5297,11800,FOREMOST PROP & CAS INS CO,2010,2904168
5298,41513,FOREMOST SIGNATURE INS CO,2010,1371017
5299,10801,FORTRESS INS CO,2010,3185748
5300,26760,FULMONT MUT INS CO,2010,5476725
5301,21253,GARRISON PROP & CAS INS CO,2010,10908292
5302,28339,GATEWAY INS CO,2010,215373
5303,41491,GEICO CAS CO,2010,2912318
5304,35882,GEICO GEN INS CO,2010,1321346493
5305,22055,GEICO IND CO,2010,620258446
5306,24414,GENERAL CAS CO OF WI,2010,19955505
5307,24732,GENERAL INS CO OF AMER,2010,16372847
5308,22039,GENERAL REINS CORP,2010,1830034
5309,20559,GENERAL SECURITY IND CO OF AZ,2010,10824866
5310,11967,GENERAL STAR NATL INS CO,2010,6735276
5311,11231,GENERALI US BRANCH,2010,369018
5312,10364,GENESEE PATRONS COOP INS CO,2010,4473225
5313,38962,GENESIS INS CO,2010,1366653
5314,38458,GENWORTH MORTGAGE INS CORP,2010,7452690
5315,18759,GENWORTH RESIDENTIAL MORTGAGE ASSUR ,2010,1822
5316,29823,GENWORTH RESIDENTIAL MORTGAGE INS CO,2010,36486130
5317,11092,GLOBAL LIBERTY INS CO OF NY,2010,31306001
5318,22063,GOVERNMENT EMPLOYEES INS CO,2010,520318403
5319,23809,GRANITE STATE INS CO,2010,29131136
5320,25984,GRAPHIC ARTS MUT INS CO,2010,91146820
5321,26832,GREAT AMER ALLIANCE INS CO,2010,4974105
5322,26344,GREAT AMER ASSUR CO,2010,29658380
5323,16691,GREAT AMER INS CO,2010,48172787
5324,22136,GREAT AMER INS CO OF NY,2010,42139473
5325,31135,GREAT AMER SECURITY INS CO,2010,5340541
5326,33723,GREAT AMER SPIRIT INS CO,2010,5158
5327,25224,GREAT DIVIDE INS CO,2010,22340993
5328,20303,GREAT NORTHERN INS CO,2010,348756605
5329,11371,GREAT WEST CAS CO,2010,56443
5330,22187,GREATER NY MUT INS CO,2010,87382720
5331,22322,GREENWICH INS CO,2010,48351893
5332,36650,GUARANTEE CO OF N AMER USA,2010,1097778
5333,11398,GUARANTEE INS CO,2010,9713193
5334,42803,GUIDEONE ELITE INS CO,2010,601262
5335,15032,GUIDEONE MUT INS CO,2010,9695939
5336,14559,GUIDEONE SPECIALTY MUT INS CO,2010,5709361
5337,34037,HALLMARK INS CO,2010,545493
5338,22292,HANOVER INS CO,2010,79937341
5339,26433,HARCO NATL INS CO,2010,4563305
5340,23582,HARLEYSVILLE INS CO,2010,6524909
5341,10674,HARLEYSVILLE INS CO OF NY,2010,124069689
5342,35696,HARLEYSVILLE PREFERRED INS CO,2010,22389801
5343,26182,HARLEYSVILLE WORCESTER INS CO,2010,120114580
5344,22357,HARTFORD ACCIDENT & IND CO,2010,62559388
5345,29424,HARTFORD CAS INS CO,2010,106866732
5346,19682,HARTFORD FIRE IN CO,2010,185825493
5347,38288,HARTFORD INS CO OF IL,2010,70748115
5348,37478,HARTFORD INS CO OF THE MIDWEST,2010,148865026
5349,11452,HARTFORD STEAM BOIL INSPEC & INS CO,2010,5389486
5350,29890,HARTFORD STEAM BOIL INSPEC INS CO CT,2010,2377
5351,30104,HARTFORD UNDERWRITERS INS CO,2010,42123478
5352,41343,HDI GERLING AMER INS CO,2010,3904373
5353,12519,HEALTHCARE PROFESSIONAL INS CO INC,2010,31844031
5354,24309,HEREFORD INS CO,2010,74149530
5355,32077,HERITAGE CAS INS CO,2010,50225
5356,39527,HERITAGE IND CO,2010,6403079
5357,18376,HERMITAGE INS CO ,2010,42206006
5358,10200,HISCOX INS CO INC,2010,2900879
5359,14206,HOLYOKE MUT INS CO IN SALEM,2010,187699
5360,34452,HOMELAND INS CO OF NY,2010,206481
5361,10986,HOMESITE INS CO OF NY,2010,20650394
5362,22578,HORACE MANN INS CO,2010,138206
5363,30317,HOSPITALS INS CO INC,2010,174889406
5364,10069,HOUSING AUTHORITY PROP A MUT CO,2010,226163
5365,25054,HUDSON INS CO,2010,14339661
5366,37079,HUDSON SPECIALTY INS CO,2010,1908920
5367,29068,IDS PROP CAS INS CO,2010,23304509
5368,23817,ILLINOIS NATL INS CO,2010,269889843
5369,35408,IMPERIUM INS CO,2010,39481360
5370,43575,INDEMNITY INS CO OF NORTH AMER,2010,60276023
5371,36940,INDIAN HARBOR INS CO,2010,36641638
5372,14265,INDIANA LUMBERMENS MUT INS CO,2010,788951
5373,39497,INFINITY ASSUR INS CO,2010,720
5374,11738,INFINITY AUTO INS CO,2010,965768
5375,22268,INFINITY INS CO,2010,1143948
5376,12599,INFINITY STANDARD INS CO,2010,764241
5377,22195,INSURANCE CO OF GREATER NY,2010,20893472
5378,22713,INSURANCE CO OF N AMER,2010,5260592
5379,19429,INSURANCE CO OF THE STATE OF PA,2010,81511712
5380,27847,INSURANCE CO OF THE WEST,2010,142393
5381,27930,INTEGON CAS INS CO,2010,384636
5382,29742,INTEGON NATL INS CO,2010,9404184
5383,31488,INTEGON PREFERRED INS CO,2010,2163070
5384,14311,INTERBORO INS CO,2010,49882861
5385,34860,INTERNATIONAL CREDIT OF N AMER REINS,2010,964899
5386,11592,INTERNATIONAL FIDELITY INS CO,2010,10831594
5387,23647,IRONSHORE IND INC,2010,23234206
5388,14354,JEWELERS MUT INS CO,2010,15100172
5389,10914,KEMPER INDEPENDENCE INS CO,2010,81336407
5390,10088,KENSINGTON INS CO,2010,7047755
5391,13668,KINGSTONE INS CO,2010,33249331
5392,26077,LANCER INS CO,2010,39174299
5393,35637,LANDMARK INS CO,2010,966656
5394,37800,LEADING INS GRP INS CO LTD,2010,33955800
5395,10380,LEATHERSTOCKING COOP INS  CO,2010,6343689
5396,37940,LEXINGTON NATL INS CORP,2010,452533
5397,42404,LIBERTY INS CORP,2010,173509589
5398,19917,LIBERTY INS UNDERWRITERS INC,2010,54102622
5399,23035,LIBERTY MUT FIRE INS CO,2010,796446500
5400,23043,LIBERTY MUT INS CO,2010,357992296
5401,33855,LINCOLN GEN INS CO,2010,7275018
5402,10748,LIVINGSTON MUT INS CO,2010,5257888
5403,33600,LM INS CORP,2010,25780267
5404,32352,LM PROP & CAS INS CO,2010,40
5405,27138,LUMBERMENS CAS INS CO,2010,10092
5406,22977,LUMBERMENS MUT CAS CO,2010,159229
5407,23108,LUMBERMENS UNDERWRITING ALLIANCE ,2010,2099866
5408,30449,MADISON MUT INS CO,2010,3776774
5409,29939,MAIN ST AMER ASSUR CO,2010,54934568
5410,11149,MAINE EMPLOYERS MUT INS CO,2010,17265
5411,42269,MAJESTIC INS CO,2010,9417520
5412,36897,MANUFACTURERS ALLIANCE INS CO,2010,4635848
5413,28932,MARKEL AMER INS CO,2010,5939879
5414,38970,MARKEL INS CO,2010,23198166
5415,19356,MARYLAND CAS CO,2010,19424956
5416,22306,MASSACHUSETTS BAY INS CO,2010,48620298
5417,36030,MAYA ASSUR CO,2010,16086735
5418,12041,MBIA INS CORP,2010,232806080
5419,34231,MEDICAL LIAB MUT INS CO,2010,614917764
5420,22241,MEDMARC CAS INS CO,2010,625085
5421,11030,MEMIC IND CO,2010,9296726
5422,31968,MERASTAR INS CO,2010,710415
5423,14478,MERCER INS CO,2010,94331
5424,14494,MERCHANTS BONDING CO A MUT,2010,762079
5425,23329,MERCHANTS MUT INS CO,2010,81623014
5426,12901,MERCHANTS PREFERRED INS CO,2010,49658994
5427,11908,MERCURY CAS CO,2010,47750319
5428,24821,MERITPLAN INS CO,2010,46300205
5429,19798,MERRIMACK MUT FIRE INS CO,2010,45049837
5430,40169,METROPOLITAN CAS INS CO,2010,142514384
5431,39950,METROPOLITAN GEN INS CO,2010,941327
5432,34339,METROPOLITAN GRP PROP & CAS INS CO,2010,76826023
5433,26298,METROPOLITAN PROP & CAS INS CO,2010,127691065
5434,10682,MGIC CREDIT ASSUR CORP,2010,1045
5435,18740,MGIC IND CORP,2010,111
5436,38601,MIC PROP & CAS INS CORP,2010,99851
5437,14508,MICHIGAN MILLERS MUT INS CO,2010,9032438
5438,21687,MID CENTURY INS CO,2010,339359
5439,35866,MID HUDSON CO OPERATIVE INS CO,2010,6397875
5440,23434,MIDDLESEX INS CO,2010,15817
5441,14532,MIDDLESEX MUT ASSUR CO,2010,11815883
5442,26835,MIDROX INS CO,2010,3712833
5443,26818,MIDSTATE MUT INS CO,2010,13716138
5444,23612,MIDWEST EMPLOYERS CAS CO,2010,8419463
5445,20362,MITSUI SUMITOMO INS CO OF AMER,2010,26182331
5446,22551,MITSUI SUMITOMO INS USA INC,2010,4822656
5447,29858,MORTGAGE GUAR INS CORP,2010,41847579
5448,13331,MOTORISTS COMMERCIAL MUT INS CO,2010,3607602
5449,22012,MOTORS INS CORP,2010,1714771
5450,26522,MOUNT VERNON FIRE INS CO,2010,1124520
5451,10205,MOUNTAIN VALLEY IND CO,2010,3475820
5452,43001,NARRAGANSETT BAY INS CO,2010,20453516
5453,23663,NATIONAL AMER INS CO,2010,11858
5454,11991,NATIONAL CAS CO,2010,67418639
5455,10243,NATIONAL CONTINENTAL INS CO,2010,66351633
5456,15679,NATIONAL FIRE & IND EXCH,2010,378775
